,NEG,NEU,POS,label,bikes
0,0.005855634808540344,0.9698291420936584,0.02431517094373703,NEU,might want to repost on rbikedc for a different side of opinions
1,0.0014242844190448523,0.09884301573038101,0.8997326493263245,POS,honestly the city as a whole has become very bike friendly theres many protected bike routes in all  quadrants for trails you have the mbt metropolitan branch trail art anacostia riverwalk trail cct capital crescent trail rcpt rock creek park trail co canal that all act as major paved arteries protected lanes you have th st sw th st swth st nw etc and then the mvt custis and wod in virginia many many more it isnt until you get way up into nw or across the anacostia that the bike infra drops off but even that is getting better year over yeardefinitely check out and follow rbikedc we regularly give route recommendations and trail conditions for utilitarian riders over there
2,0.0026198099367320538,0.8887689113616943,0.10861130803823471,NEU,if you work downtown theres a protected bike lane up th st until euclid st so neighborhoods like logan circle u st dupont east even columbia heights could work west end could work too since theres a protected eastwest route on l and m sts
3,0.0033205621875822544,0.9546648859977722,0.04201453551650047,NEU,heres a bike map from  heres a list of mapsresources from are you planning to bike to work for utility errands etc exercisemight help narrow it down
4,0.0022632330656051636,0.7152818441390991,0.2824549078941345,NEU,woodley park can hit rock creek park which is a protected bike lane or ride towards adams morgan in the bike lane on calvert st also there is a plan to put a protected bike lane on connecticut ave which goes through woodley park also woodley park is on the metro red line and it has a lot of nice rent controlled buildings
5,0.0011098426766693592,0.017406824976205826,0.9814833998680115,POS,dc as a whole is pretty bike friendly its the maryland drivers you need to keep an eye on noma has the mbt which is pretty great
6,0.003445145906880498,0.7268245816230774,0.26973024010658264,NEU,as a regular cyclist overall the city is fairly bikeable there arent many pure bike lanededicated neighborhoods per se youre more likely to find that in order to get from ab your route may be influenced by the presence of bike lanesthat being said living near the mbt in brookland has been very commutable columbia heights has a bike lane updown th there are a smattering downtownif you go to google maps you can turn on the bike lane view and really take a look at the options
7,0.0015558194136247039,0.11590887606143951,0.8825353384017944,POS,dupont  logan circle downtown all good areas
8,0.0034824872855097055,0.05206604674458504,0.9444515109062195,POS,capitol hill has some really nice bike lanes plus its just pretty cute while h street itself is terrible for bikes a block north or south have decent protected lanes plus its much less hilly than much of nw
9,0.001632161089219153,0.12419271469116211,0.8741751313209534,POS,live as close to the national mall rock creek park or the mbt as you canthese all have good connections to dedicated lanes and also within walking distance of metro and a grocery store
10,0.0023323623463511467,0.2070486843585968,0.7906189560890198,POS,i think it really depends what neighbourhood you end up working in or where you plan to be spending most time away from home in dc eg if youre commuting to capitol hill living close to the metropolitan branch trail is going to give you a far more pleasant cycling experience than living in nw dupontadmo etc if youre working in nw or bethesda or wherever thats going to be a different set of considerations ime the bike routes running northsouth are a lot better more protected less stop and start than the bike routes running eastwest
11,0.3298203945159912,0.6368551254272461,0.03332440182566643,NEU,i would recommend a neighborhood south of florida ave unless youve got an ebike or have shredded calves biking up the hills to get to columbia heights or petworth sucks sometimes
12,0.7337616086006165,0.2561627924442291,0.01007555890828371,NEG,lots of dc is super bikeable just know that bike theft is rampant so plan accordingly maybe get an absolute beater to start
13,0.002094726776704192,0.08108823746442795,0.9168170094490051,POS,ooh thanks for the suggestion
14,0.25786498188972473,0.6909322142601013,0.05120275169610977,NEU,honestly the city as a whole has become very bike friendlyby us standards there are still major gaps in the cycling network unfortunately
15,0.9684491753578186,0.028996901586651802,0.0025539372581988573,NEG,the murderous drivers somehow still manage to make it unfriendly
16,0.02127857133746147,0.9474520683288574,0.03126935660839081,NEU,fyi op th street has a very steep hill from w to euclidsteep enough that a lotta people bike downhill using bikeshare and take a bus back uphill
17,0.0022844267077744007,0.5188367366790771,0.4788788855075836,NEU,id like to use a bike as a major form of transportation for everything  going to work running errands general exercise meeting up with friends etc ill most likely be working remotely for the first few months of my job in dc so i wont need it for commuting initially but may eventually
18,0.7880149483680725,0.20686447620391846,0.005120556335896254,NEG,until that time conn ave is super dangerous avoid plus much uphill
19,0.027178484946489334,0.9224052429199219,0.0504162423312664,NEU,im assuming mbt  metropolitan branch trail i didnt realize this was a thing this will definitely factor into my neighborhood choice as i was initially mostly considering nw dc neighborhoods
20,0.038879960775375366,0.8630815148353577,0.09803849458694458,NEU,to be fair lot of dc has the mbt it officially goes up through brookland soon ft totten and will eventually link silver spring to union stationnomambtadjacent neighborhoods currently include noma eckington edgewood brookland and arguablysoon michigan park per google maps im not going to open up an argument about which of the aforementioned is actually a real neighborhoodanyway the mbt is quite nice for riding my pet peeve is that there are too many people on electric bikes that are both fast and careless however the doubleedged sword is that its also very popular with walkers and joggers they slow down the electric bikes but also the manual ones i dont find it much of a nuisance since people are pretty good about staying to the right but once in a while
21,0.19734516739845276,0.5769398212432861,0.22571495175361633,NEU,the mbt is amazing i find the th bike lane really unsafe as there are constantly drivers esp food delivery  taxis parked in it pulling in and out of it etc
22,0.8688665628433228,0.1279030591249466,0.0032303633634001017,NEG,the bike lanes on g and i streets are not protected its just paint on the ground
23,0.15564709901809692,0.8056347966194153,0.03871807083487511,NEU,th st at meridian hill is well protected but yeah you will be huffing and puffing trying to climb it on a regular bike
24,0.02111261896789074,0.7631317377090454,0.2157556712627411,NEU,yeah thats it
25,0.0010519688948988914,0.012456097640097141,0.9864919781684875,POS,i live in noma right next to the trail and its great for biking down to union station or up further north
26,0.0016227270243689418,0.049626950174570084,0.9487502574920654,POS,my favorite trail in the city quite flat minimal vehicle crossings great breweries and bars along it close to the red line in case weather changes or my plans do and i want to get home quickly
27,0.0034633157774806023,0.940955638885498,0.055581144988536835,NEU,join us in brookland
28,0.10621804744005203,0.8281289935112,0.06565304100513458,NEU,it is a good trail to get you from eckington yards edgewood brookland or even brentwood to downtown quickly  it has gotten more of the electric conveyances of late too many of the people who use those things on trails are even worse than spandex boys are on streetsi even will use it to go to nationals park although it stops near where the coal yards used to be near the new york ave subway stop  from there i simply go to first street which has bicycle lanes to the station  from the station there are several ways to get to the ball parkgenerally people do stay to the right regardless of what they are using  if you ding your bell they will give a little more to the right the navy yardballparksouthwest area is not bad for bicycles either  it is mostly flat or close to it  if you are coming down new jersey ave off capitol hillthough do make sure that you have good brakes as there is a steady stream of jaywalkeruhpedestrians that cross at the intersection with i st  sethe bicycle paths in rock creek park are pretty good  i wish that more people would use themwoodley park is pretty good  if you are trying to get to it from dupont though there is a really nasty hill on connecticut ave  if you ride a few blocks west from dupont to rock creek park the gradient on the cathedral avenue ramp is  milder but longerthe streets in both old and new downtown have bicycle lanes but do look out for trucks and the motorists who are making turns from the one way streets  the turn lane crosses the bicycle lane at one point and no one motorist or bicyclist seems to be looking for the other  trucks do like to park in those lanes   uberlyft drivers also are there waiting for the typical passenger who typically is not aware of his surroundings or just does not care thus takes his sweet time coming out of the addressdc do es make many accommodations for bicycle riders  it aint quite minneapolisst paul but it might get there one day
29,0.009897508658468723,0.9774837493896484,0.012618757784366608,NEU,is there any word on when it will be finished through fort totten
30,0.978609025478363,0.0184252317994833,0.0029656949918717146,NEG,worse thing on the mbt is the occasional vespa andor motorcycle i wish i was kidding
31,0.9602731466293335,0.03678334131836891,0.0029436033219099045,NEG,i get really annoyed with guys on a long fast ride who use the mbt for part of it who get annoyed at pedestrians get out of town if you want a long ride dont try to set a pr on a pedestrian artery
32,0.6461181640625,0.3460693657398224,0.007812492083758116,NEG,there are two awkward points for the mbt the first is at the dewdrop inn where it kinda ends for a bit until you get to monroe the second is the end of the mbt around the noma station is a little chaotic i thought they were going to build something to link it up better to union station
33,0.08429774641990662,0.9078333377838135,0.007868973538279533,NEU,if you believe the ddot march  i havent seen it so cant vouch for
34,0.9638353586196899,0.032640498131513596,0.003524112282320857,NEG,are you trying to trigger me if so well done kidding of course anything gaspowered on the mbt grinds my gears especially on days like today one of the first nice days of the year so everyone is out and about
35,0.08274228870868683,0.8963069915771484,0.020950645208358765,NEU,cops patrol on their big bikes theyre going like  mph and i assume its to deter other gas powered vehicles a bike might struggle to catch the  wheelers ive seen on there but theres not a ton of room for them same for dpr trucks and gators you see on there toothe main drag of the mbt is part of my running route so im on there  times a week ive seen the rare atv and dirt bike on there rare those rental mopeds though the slightly bigger ones are distressingly common they should be geoblocked there if possible
36,0.32472631335258484,0.6608250737190247,0.014448640868067741,NEU,couldnt you make the counterargument that there are even more sidewalks than bike lanes so pedestrians should stick to walking on the sidewalks its specifically for pedestrians and so not a pedestrian arteryim not advocating for mph pelotons to ride the mbt but i think youre being a little heavy handed
37,0.9613317847251892,0.03574809059500694,0.002920078579336405,NEG,there is a protected bike lane to union from noma fuckwads still find a way to block it though
38,0.013866179622709751,0.9674999713897705,0.018633902072906494,NEU,there are two supposed southern termini for the mbt  one is at the new york avenue subway where you have the switchback ramp  you can ride in one of the bicycle lanes to first st then south to the station  as the commenter remarks often there is a truck blocking it or an uberlyft driver awaiting a customer who is taking his sweet time emerging  you also will see the occasional fubar cheats or floor trash driver who blocks itthe other terminus is at l st  you ride past the switchback ramp through a gap in the fence that is paved and come to a stair  i have carried my bicycle up or down that stair more than once  mind you i am carrying a  reissue of a  schwinn heavyweight three speed not a carbonaluminum ultra lightweight mountain bicycleyou can do it but like you i do wish that there were a neater connexion to either first st or the stationif i recall correctly and now you are going to make me look the next time that i go by there there are sharrows on eighth st past the dewdrop inn then you get bicycle lanes on monroe st  there actually is supposed to be a path constructed that will take you up either puerto rico ave or mc cormack drive i forget which side of the tracks now  so far it has been only talktalk and vapourware  at some point it is supposed to go to silver spring and link with the capital crescent trail to create a bicycle beltway if you will  in reality the path of the latter is also a bit chaotic once you leave the point where the old georgetown branch switched off the metropolitan sub near forest glen station to head into silver spring
39,0.5098659992218018,0.4839361011981964,0.006197859067469835,NEG,watch them test the signals for another year and a half
40,0.08111882954835892,0.8602004647254944,0.058680783957242966,NEU,removed
41,0.005311619024723768,0.9612094163894653,0.03347896412014961,NEU,any news on where the new stations will be
42,0.24175383150577545,0.7360670566558838,0.022179121151566505,NEU, bikes for  million thats over  per bike
43,0.9619531035423279,0.03539681434631348,0.0026500625535845757,NEG,now if they could only do a better job of moving the bikes around there are hardly any bikes by my house in the morning and the rack is usually full when i get home i know that there are commuting directions and i am just not getting to them early enough but its frustrating  end rant 
44,0.3101358413696289,0.6435522437095642,0.04631201550364494,NEU,deleted
45,0.025068162009119987,0.9392173886299133,0.03571444749832153,NEU,i wish they would offer helmets with the bikes as well 
46,0.008952285163104534,0.16448979079723358,0.8265578746795654,POS,i got some of my best exercise in this winter  also it gives you a little lee way to get to work late nobody questions that person that road through the snow for showing up  minutes late
47,0.001855222973972559,0.10383597761392593,0.8943087458610535,POS,dear god please give ivy city a station  i dont live there but it would give me a reason to visit the new businesses cropping up there
48,0.008059647865593433,0.6842489838600159,0.3076913058757782,NEU,does that include the stations too maybe includes cost of rebalancing too  all i know is that somehow cabi is very affordable yr i think the tourists who pay day supplement the costs for the residents here 
49,0.6257696747779846,0.36814701557159424,0.006083383224904537,NEG,id like to think its a poorly worded sentence the district is buying most of the bicycles   bikes for  stations at a cost of  millionlooks like instead of for they should of used and 
50,0.6273040175437927,0.36696475744247437,0.00573115237057209,NEG,the government pays hundreds for hammers and such as well anything the government pays for is more than a private company would pay
51,0.06941474229097366,0.8726268410682678,0.05795840173959732,NEU,i wonder if one could somehow incentivize people to return to empty stations the velib system in paris gives people  minutes of bonus time for future trips above  minutes when you take it from a regular station to a  station a  station is usually at the top of a hill and tend to be emptier as the day goes on
52,0.020817721262574196,0.8103836178779602,0.16879867017269135,NEU,you might do well to figure out their rebalancing schedule they usually hit the ones by me around the same time on weekdays if delaying your commute by  minutes could get you a bike it might be worthwhile
